date,sku_code,store_id,units_sold,revenue
2026-06-01,SKU-KEYBOARD,1,12,53988.00
2026-06-01,SKU-MONITOR,1,4,99996.00
2026-06-02,SKU-KEYBOARD,1,15,67485.00
2026-06-02,SKU-MONITOR,1,6,149994.00
2026-06-03,SKU-KEYBOARD,1,14,62986.00
2026-06-03,SKU-MONITOR,1,5,124995.00
2026-06-04,SKU-KEYBOARD,1,18,80982.00
2026-06-04,SKU-MONITOR,1,7,174993.00
2026-06-05,SKU-KEYBOARD,1,22,98978.00
2026-06-05,SKU-MONITOR,1,9,224991.00
2026-06-06,SKU-KEYBOARD,1,28,125972.00
2026-06-06,SKU-MONITOR,1,11,274989.00
2026-06-07,SKU-KEYBOARD,1,25,112475.00
2026-06-07,SKU-MONITOR,1,10,249990.00
2026-06-08,SKU-KEYBOARD,1,14,62986.00
2026-06-08,SKU-MONITOR,1,5,124995.00
2026-06-09,SKU-KEYBOARD,1,16,71984.00
2026-06-09,SKU-MONITOR,1,6,149994.00
2026-06-10,SKU-KEYBOARD,1,19,85481.00
2026-06-10,SKU-MONITOR,1,8,199992.00
2026-06-11,SKU-KEYBOARD,1,17,76483.00
2026-06-11,SKU-MONITOR,1,7,174993.00
2026-06-12,SKU-KEYBOARD,1,24,107976.00
2026-06-12,SKU-MONITOR,1,10,249990.00
2026-06-13,SKU-KEYBOARD,1,32,143968.00
2026-06-13,SKU-MONITOR,1,14,349986.00
2026-06-14,SKU-KEYBOARD,1,29,130471.00
2026-06-14,SKU-MONITOR,1,12,299988.00
2026-06-15,SKU-KEYBOARD,1,15,67485.00
2026-06-15,SKU-MONITOR,1,5,124995.00
2026-06-16,SKU-KEYBOARD,1,18,80982.00
2026-06-16,SKU-MONITOR,1,7,174993.00
2026-06-17,SKU-KEYBOARD,1,20,89980.00
2026-06-17,SKU-MONITOR,1,8,199992.00
2026-06-18,SKU-KEYBOARD,1,22,98978.00
2026-06-18,SKU-MONITOR,1,9,224991.00
2026-06-19,SKU-KEYBOARD,1,30,134970.00
2026-06-19,SKU-MONITOR,1,13,324987.00
2026-06-20,SKU-KEYBOARD,1,45,202455.00
2026-06-20,SKU-MONITOR,1,18,449982.00
2026-06-21,SKU-KEYBOARD,1,38,170962.00
2026-06-21,SKU-MONITOR,1,15,374985.00
2026-06-22,SKU-KEYBOARD,1,16,71984.00
2026-06-22,SKU-MONITOR,1,6,149994.00
2026-06-23,SKU-KEYBOARD,1,17,76483.00
2026-06-23,SKU-MONITOR,1,7,174993.00
2026-06-24,SKU-KEYBOARD,1,19,85481.00
2026-06-24,SKU-MONITOR,1,8,199992.00
2026-06-25,SKU-KEYBOARD,1,23,103477.00
2026-06-25,SKU-MONITOR,1,9,224991.00
2026-06-26,SKU-KEYBOARD,1,27,121473.00
2026-06-26,SKU-MONITOR,1,11,274989.00
2026-06-27,SKU-KEYBOARD,1,36,161964.00
2026-06-27,SKU-MONITOR,1,16,399984.00
2026-06-28,SKU-KEYBOARD,1,31,139469.00
2026-06-28,SKU-MONITOR,1,13,324987.00
2026-06-29,SKU-KEYBOARD,1,18,80982.00
2026-06-29,SKU-MONITOR,1,7,174993.00
2026-06-30,SKU-KEYBOARD,1,21,94479.00
2026-06-30,SKU-MONITOR,1,9,224991.00
